Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
"10.566,00","405,30","164,95","82,93","0,86","10.834,00","0,60",Osmancik
"11.857,00","433,20","177,91","86,17","0,87","12.171,00","0,72",Osmancik
"10.620,00","404,93","164,52","83,30","0,86","10.863,00","0,76",Osmancik
"10.622,00","408,03","166,33","81,88","0,87","10.808,00","0,62",Osmancik
"13.133,00","450,13","179,15","94,11","0,85","13.351,00","0,64",Osmancik
"11.034,00","414,50","169,08","84,23","0,87","11.256,00","0,77",Osmancik
"11.051,00","421,35","166,91","85,75","0,86","11.421,00","0,69",Osmancik
"10.627,00","411,44","172,26","79,84","0,89","10.800,00","0,80",Osmancik
"11.540,00","427,32","174,08","85,42","0,87","11.829,00","0,75",Osmancik
"11.494,00","433,06","171,58","86,88","0,86","11.858,00","0,76",Osmancik
"12.253,00","437,94","177,75","89,39","0,86","12.595,00","0,61",Osmancik
"13.089,00","458,08","182,11","92,59","0,86","13.562,00","0,71",Osmancik
"12.267,00","438,26","175,59","90,19","0,86","12.519,00","0,62",Osmancik
"9.646,00","390,96","162,01","76,32","0,88","9.815,00","0,68",Osmancik
"12.115,00","449,20","187,59","83,37","0,90","12.440,00","0,57",Osmancik
"10.189,00","454,32","180,74","73,33","0,91","11.000,00","0,52",Osmancik
"10.628,00","418,30","171,82","80,33","0,88","10.828,00","0,72",Osmancik
"10.962,00","418,66","171,64","82,80","0,88","11.258,00","0,72",Osmancik
"12.620,00","458,89","193,90","84,09","0,90","12.866,00","0,75",Osmancik
"12.164,00","443,73","185,80","84,33","0,89","12.442,00","0,64",Osmancik
"12.763,00","454,90","185,23","89,68","0,87","13.081,00","0,62",Osmancik
"10.509,00","405,06","166,50","81,15","0,87","10.722,00","0,67",Osmancik
"10.570,00","419,95","181,81","74,52","0,91","10.781,00","0,59",Osmancik
"10.264,00","410,14","169,60","78,00","0,89","10.572,00","0,60",Osmancik
"11.502,00","423,83","167,89","88,35","0,85","11.770,00","0,63",Osmancik
"12.387,00","449,14","185,40","86,05","0,89","12.662,00","0,72",Osmancik
"11.339,00","423,97","171,71","85,36","0,87","11.531,00","0,68",Osmancik
"11.063,00","418,77","171,65","83,66","0,87","11.318,00","0,80",Osmancik
"11.365,00","421,18","179,13","81,11","0,89","11.499,00","0,65",Osmancik
"12.042,00","433,77","178,78","86,53","0,88","12.257,00","0,79",Osmancik
"11.532,00","422,69","168,92","88,04","0,85","11.798,00","0,63",Osmancik
"10.723,00","431,16","182,33","76,52","0,91","11.059,00","0,78",Osmancik
"9.593,00","396,05","162,59","76,00","0,88","9.828,00","0,74",Osmancik
"9.936,00","398,28","161,48","80,27","0,87","10.216,00","0,67",Osmancik
"10.201,00","403,31","166,23","78,99","0,88","10.432,00","0,61",Osmancik
"12.054,00","439,66","184,58","84,06","0,89","12.227,00","0,73",Osmancik
"10.474,00","420,12","176,77","76,99","0,90","10.762,00","0,69",Osmancik
"9.733,00","396,65","163,66","76,43","0,88","9.903,00","0,81",Osmancik
"11.016,00","421,10","173,16","82,33","0,88","11.302,00","0,78",Osmancik
"11.279,00","426,21","168,40","86,93","0,86","11.651,00","0,66",Osmancik
"12.289,00","451,58","189,73","83,08","0,90","12.649,00","0,69",Osmancik
"12.899,00","456,00","185,00","90,24","0,87","13.167,00","0,68",Osmancik
"9.962,00","404,95","170,92","74,79","0,90","10.137,00","0,58",Osmancik
"11.559,00","427,03","173,24","87,19","0,86","11.840,00","0,70",Osmancik
"11.023,00","416,89","163,02","88,59","0,84","11.343,00","0,71",Osmancik
"12.135,00","432,81","180,88","86,05","0,88","12.304,00","0,64",Osmancik
"14.498,00","496,55","200,71","93,58","0,88","15.053,00","0,65",Osmancik
"12.451,00","461,35","191,41","84,16","0,90","12.833,00","0,58",Osmancik
"11.104,00","420,97","164,94","87,29","0,85","11.429,00","0,63",Osmancik
"9.592,00","385,78","157,77","78,39","0,87","9.760,00","0,79",Osmancik
"11.288,00","429,65","173,54","84,30","0,87","11.665,00","0,59",Osmancik
"11.769,00","427,77","171,66","88,38","0,86","12.007,00","0,63",Osmancik
"10.798,00","412,01","169,99","81,78","0,88","11.000,00","0,65",Osmancik
"10.241,00","411,95","167,75","79,11","0,88","10.486,00","0,59",Osmancik
"12.465,00","451,52","190,45","84,16","0,90","12.640,00","0,60",Osmancik
"10.749,00","412,42","168,12","82,59","0,87","11.012,00","0,71",Osmancik
"10.826,00","414,22","168,25","82,89","0,87","11.040,00","0,62",Osmancik
"11.518,00","428,71","175,94","84,25","0,88","11.754,00","0,66",Osmancik
"10.588,00","410,94","169,83","80,42","0,88","10.783,00","0,78",Osmancik
"12.489,00","444,01","175,33","92,48","0,85","12.853,00","0,74",Osmancik
"11.386,00","431,79","176,88","83,32","0,88","11.713,00","0,68",Osmancik
"11.907,00","448,06","188,30","82,26","0,90","12.156,00","0,76",Osmancik
"11.411,00","429,10","175,36","83,65","0,88","11.636,00","0,60",Osmancik
"9.371,00","401,90","170,57","70,65","0,91","9.542,00","0,78",Osmancik
"11.264,00","423,39","172,14","84,22","0,87","11.476,00","0,73",Osmancik
"12.495,00","454,79","186,78","86,49","0,89","12.774,00","0,75",Osmancik
"11.024,00","414,86","165,83","85,64","0,86","11.342,00","0,64",Osmancik
"11.512,00","427,57","172,21","85,44","0,87","11.802,00","0,69",Osmancik
"11.708,00","423,94","173,93","85,93","0,87","11.918,00","0,61",Osmancik
"10.015,00","402,18","160,39","81,08","0,86","10.338,00","0,69",Osmancik
"10.820,00","424,78","178,77","78,08","0,90","11.081,00","0,71",Osmancik
"9.802,00","396,82","166,89","75,12","0,89","9.948,00","0,57",Osmancik
"10.470,00","419,02","177,06","75,63","0,90","10.682,00","0,60",Osmancik
"11.553,00","433,78","183,22","80,95","0,90","11.729,00","0,81",Osmancik
"10.731,00","414,17","170,21","81,20","0,88","10.922,00","0,59",Osmancik
"11.352,00","422,32","171,02","85,81","0,86","11.581,00","0,79",Osmancik
"11.454,00","424,95","175,08","84,24","0,88","11.646,00","0,73",Osmancik
"10.634,00","409,51","167,44","81,81","0,87","10.809,00","0,68",Osmancik
"12.422,00","444,08","183,13","86,95","0,88","12.658,00","0,62",Osmancik
"12.190,00","441,79","178,55","87,93","0,87","12.478,00","0,65",Osmancik
"10.534,00","409,63","167,99","80,67","0,88","10.753,00","0,61",Osmancik
"12.224,00","438,98","177,14","88,43","0,87","12.445,00","0,61",Osmancik
"10.382,00","405,21","168,43","78,96","0,88","10.599,00","0,80",Osmancik
"10.763,00","416,02","171,06","80,67","0,88","10.951,00","0,60",Osmancik
"13.362,00","460,07","186,35","92,16","0,87","13.612,00","0,74",Osmancik
"10.875,00","418,98","166,69","85,33","0,86","11.334,00","0,76",Osmancik
"10.657,00","407,77","168,74","80,82","0,88","10.826,00","0,61",Osmancik
"11.568,00","429,55","174,59","85,20","0,87","11.800,00","0,60",Osmancik
"9.483,00","391,00","157,26","78,63","0,87","9.817,00","0,66",Osmancik
"10.312,00","398,80","163,54","80,67","0,87","10.507,00","0,81",Osmancik
"10.355,00","402,67","159,89","83,47","0,85","10.621,00","0,64",Osmancik
"11.592,00","436,40","178,14","83,72","0,88","11.844,00","0,72",Osmancik
"10.384,00","416,04","176,74","75,59","0,90","10.557,00","0,57",Osmancik
"11.752,00","428,66","172,26","89,06","0,86","12.082,00","0,65",Osmancik
"15.062,00","492,07","198,03","99,11","0,87","15.584,00","0,78",Osmancik
"12.700,00","452,43","185,61","88,25","0,88","12.910,00","0,68",Osmancik
"12.324,00","465,67","198,52","80,22","0,91","12.557,00","0,64",Osmancik
"9.638,00","398,91","168,11","73,47","0,90","9.798,00","0,73",Osmancik
"12.734,00","447,08","180,25","91,32","0,86","13.019,00","0,79",Osmancik
"10.576,00","417,02","175,39","77,46","0,90","10.729,00","0,57",Osmancik
"9.858,00","388,67","155,12","81,84","0,85","10.101,00","0,66",Osmancik
"12.672,00","450,34","184,40","88,78","0,88","12.939,00","0,78",Osmancik
"10.559,00","411,09","160,05","86,12","0,84","10.889,00","0,63",Osmancik
"11.062,00","410,10","165,47","86,06","0,85","11.213,00","0,63",Osmancik
"12.423,00","436,49","180,12","88,62","0,87","12.567,00","0,66",Osmancik
"10.469,00","423,79","177,04","76,74","0,90","10.859,00","0,57",Osmancik
"12.220,00","425,05","170,33","91,94","0,84","12.385,00","0,72",Osmancik
"10.974,00","413,50","170,57","83,24","0,87","11.142,00","0,76",Osmancik
"11.940,00","423,67","168,63","91,36","0,84","12.191,00","0,66",Osmancik
"12.659,00","445,32","179,94","90,13","0,87","12.848,00","0,62",Osmancik
"8.990,00","389,38","157,75","73,92","0,88","9.297,00","0,63",Osmancik
"9.577,00","404,54","166,90","74,35","0,90","9.855,00","0,61",Osmancik
"11.226,00","416,08","166,27","87,10","0,85","11.515,00","0,64",Osmancik
"10.496,00","407,32","167,93","80,19","0,88","10.666,00","0,70",Osmancik
"10.821,00","425,27","178,36","78,25","0,90","11.101,00","0,78",Osmancik
"11.898,00","422,37","166,24","91,88","0,83","12.063,00","0,66",Osmancik
"10.871,00","414,67","165,75","85,63","0,86","11.224,00","0,77",Osmancik
"11.732,00","428,18","172,96","86,99","0,86","11.900,00","0,63",Osmancik
"12.051,00","423,23","168,01","92,20","0,84","12.216,00","0,77",Osmancik
"11.976,00","444,64","188,98","81,37","0,90","12.149,00","0,56",Osmancik
"10.855,00","417,32","167,34","84,23","0,86","11.135,00","0,60",Osmancik
"11.212,00","413,57","169,68","84,63","0,87","11.400,00","0,81",Osmancik
"10.221,00","405,30","168,63","78,04","0,89","10.368,00","0,60",Osmancik
"10.580,00","409,09","173,32","78,05","0,89","10.731,00","0,58",Osmancik
"12.712,00","453,08","192,82","84,61","0,90","12.891,00","0,57",Osmancik
"10.015,00","402,46","159,73","81,88","0,86","10.408,00","0,61",Osmancik
"11.606,00","432,31","185,70","80,28","0,90","11.756,00","0,83",Osmancik
"10.770,00","405,50","158,73","87,61","0,83","11.097,00","0,67",Osmancik
"10.773,00","414,89","159,68","88,12","0,83","11.174,00","0,63",Osmancik
"12.249,00","438,90","181,73","86,36","0,88","12.428,00","0,63",Osmancik
"12.356,00","427,90","173,02","91,67","0,85","12.524,00","0,80",Osmancik
"12.911,00","446,75","187,87","88,20","0,88","13.071,00","0,77",Osmancik
"12.074,00","436,46","178,21","87,65","0,87","12.300,00","0,60",Osmancik
"8.652,00","374,40","151,82","74,14","0,87","8.866,00","0,61",Osmancik
"10.591,00","410,73","169,75","80,40","0,88","10.751,00","0,60",Osmancik
"11.782,00","436,53","183,45","82,58","0,89","11.985,00","0,61",Osmancik
"12.627,00","453,52","191,81","84,54","0,90","12.830,00","0,73",Osmancik
"11.945,00","414,15","162,35","94,95","0,81","12.106,00","0,80",Osmancik
"11.506,00","433,70","183,94","80,16","0,90","11.676,00","0,72",Osmancik
"13.057,00","445,18","177,81","94,51","0,85","13.348,00","0,64",Osmancik
"11.415,00","424,96","172,70","85,29","0,87","11.735,00","0,69",Osmancik
"12.067,00","423,36","168,37","92,05","0,84","12.274,00","0,65",Osmancik
"11.506,00","433,34","183,45","80,40","0,90","11.675,00","0,62",Osmancik
"12.483,00","428,15","170,30","94,28","0,83","12.680,00","0,74",Osmancik
"11.714,00","412,20","161,31","93,23","0,82","11.886,00","0,76",Osmancik
"10.119,00","403,54","168,58","77,24","0,89","10.317,00","0,77",Osmancik
"12.175,00","431,73","178,56","87,79","0,87","12.345,00","0,80",Osmancik
"12.487,00","437,12","174,21","92,42","0,85","12.808,00","0,70",Osmancik
"13.619,00","467,77","193,68","90,47","0,88","13.926,00","0,59",Osmancik
"12.184,00","434,41","181,75","85,97","0,88","12.336,00","0,73",Osmancik
"13.481,00","447,92","182,99","94,37","0,86","13.647,00","0,78",Osmancik
"13.267,00","465,03","193,77","88,84","0,89","13.543,00","0,66",Osmancik
"12.378,00","454,06","195,47","81,29","0,91","12.570,00","0,56",Osmancik
"12.942,00","441,74","175,56","95,29","0,84","13.310,00","0,70",Osmancik
"10.919,00","428,70","182,93","77,90","0,90","11.162,00","0,61",Osmancik
"13.635,00","455,55","189,43","92,08","0,87","13.785,00","0,75",Osmancik
"12.676,00","437,96","178,24","91,70","0,86","12.887,00","0,69",Osmancik
"13.079,00","436,05","174,89","95,94","0,84","13.228,00","0,77",Osmancik
"11.779,00","440,98","191,88","78,73","0,91","11.918,00","0,58",Osmancik
"12.583,00","434,00","171,66","94,47","0,83","12.897,00","0,74",Osmancik
"14.608,00","483,16","201,03","93,46","0,89","14.845,00","0,66",Osmancik
"11.108,00","403,62","164,11","86,64","0,85","11.256,00","0,80",Osmancik
"13.932,00","462,02","187,78","95,78","0,86","14.180,00","0,70",Osmancik
"11.772,00","436,60","181,49","83,73","0,89","11.984,00","0,57",Osmancik
"14.960,00","482,14","199,54","96,22","0,88","15.149,00","0,61",Osmancik
"10.956,00","422,17","178,35","79,16","0,90","11.131,00","0,57",Osmancik
"12.818,00","439,95","179,20","91,87","0,86","13.005,00","0,63",Osmancik
"11.091,00","416,95","171,77","82,73","0,88","11.292,00","0,61",Osmancik
"10.246,00","406,37","163,89","81,51","0,87","10.655,00","0,71",Osmancik
"13.710,00","467,40","193,89","90,85","0,88","13.915,00","0,73",Osmancik
"11.051,00","424,98","180,87","78,27","0,90","11.240,00","0,57",Osmancik
"10.690,00","404,64","165,37","83,37","0,86","10.855,00","0,62",Osmancik
"11.337,00","433,98","184,35","78,87","0,90","11.506,00","0,66",Osmancik
"11.088,00","430,59","184,72","77,01","0,91","11.263,00","0,63",Osmancik
"12.735,00","440,73","175,25","94,10","0,84","13.037,00","0,80",Osmancik
"13.607,00","461,05","190,51","91,71","0,88","13.772,00","0,61",Osmancik
"10.193,00","409,80","174,17","75,03","0,90","10.377,00","0,76",Osmancik
"11.883,00","440,54","187,21","82,02","0,90","12.057,00","0,56",Osmancik
"12.154,00","448,06","186,78","83,90","0,89","12.445,00","0,63",Osmancik
"13.629,00","470,68","202,24","86,40","0,90","13.785,00","0,57",Osmancik
"11.848,00","432,37","178,35","86,12","0,88","12.045,00","0,60",Osmancik
"11.923,00","439,71","183,16","83,90","0,89","12.116,00","0,59",Osmancik
"13.264,00","447,95","175,38","98,30","0,83","13.502,00","0,66",Osmancik
"11.116,00","409,54","166,39","86,13","0,86","11.313,00","0,62",Osmancik
"12.200,00","447,21","191,14","81,57","0,90","12.367,00","0,57",Osmancik
"13.617,00","465,00","189,26","92,45","0,87","13.872,00","0,62",Osmancik
"13.270,00","459,87","188,89","90,75","0,88","13.507,00","0,60",Osmancik
"10.559,00","424,85","179,21","76,39","0,90","10.770,00","0,67",Osmancik
"12.005,00","440,27","180,68","85,74","0,88","12.319,00","0,60",Osmancik
"12.128,00","441,71","184,31","84,94","0,89","12.327,00","0,62",Osmancik
"11.923,00","435,29","174,07","88,95","0,86","12.187,00","0,62",Osmancik
"11.942,00","424,78","168,72","91,57","0,84","12.188,00","0,79",Osmancik
"10.877,00","424,58","175,61","80,03","0,89","11.152,00","0,62",Osmancik
"12.676,00","431,77","172,61","94,47","0,84","12.872,00","0,73",Osmancik
"12.124,00","431,75","173,80","89,90","0,86","12.389,00","0,77",Osmancik
"12.299,00","437,13","175,00","91,06","0,85","12.551,00","0,62",Osmancik
"12.799,00","443,42","175,33","94,26","0,84","13.066,00","0,63",Osmancik
"13.414,00","459,28","191,06","90,21","0,88","13.611,00","0,76",Osmancik
"14.771,00","471,91","193,91","98,03","0,86","14.976,00","0,61",Osmancik
"11.146,00","425,96","179,80","79,56","0,90","11.302,00","0,58",Osmancik
"13.149,00","463,31","189,87","89,23","0,88","13.421,00","0,79",Osmancik
"13.880,00","479,64","203,02","87,38","0,90","14.160,00","0,77",Osmancik
"12.432,00","446,49","183,42","87,73","0,88","12.677,00","0,59",Osmancik
"12.962,00","456,71","186,00","90,17","0,87","13.224,00","0,61",Osmancik
"12.826,00","452,82","181,86","91,53","0,86","13.129,00","0,61",Osmancik
"12.281,00","437,46","179,54","88,18","0,87","12.532,00","0,75",Osmancik
"12.622,00","458,27","189,70","86,54","0,89","13.019,00","0,76",Osmancik
"12.060,00","451,59","187,83","82,86","0,90","12.367,00","0,60",Osmancik
"11.140,00","429,80","179,20","80,08","0,89","11.346,00","0,59",Osmancik
"12.421,00","464,64","200,60","79,92","0,92","12.699,00","0,55",Osmancik
"12.900,00","442,69","181,08","91,61","0,86","13.112,00","0,79",Osmancik
"11.307,00","437,88","181,04","80,66","0,90","11.662,00","0,72",Osmancik
"11.290,00","427,59","180,14","80,43","0,89","11.427,00","0,57",Osmancik
"11.415,00","426,17","173,88","85,33","0,87","11.634,00","0,60",Osmancik
"10.767,00","428,35","181,78","75,90","0,91","11.002,00","0,70",Osmancik
"10.516,00","423,40","175,92","77,74","0,90","10.787,00","0,64",Osmancik
"11.568,00","429,07","178,33","83,64","0,88","11.790,00","0,75",Osmancik
"12.503,00","449,60","184,01","88,26","0,88","12.803,00","0,78",Osmancik
"12.496,00","449,74","181,12","89,78","0,87","12.870,00","0,68",Osmancik
"11.842,00","441,91","187,70","80,81","0,90","12.044,00","0,63",Osmancik
"13.130,00","463,28","184,31","91,93","0,87","13.485,00","0,71",Osmancik
"13.355,00","466,32","193,73","88,70","0,89","13.597,00","0,61",Osmancik
"12.653,00","441,49","176,02","93,19","0,85","12.955,00","0,76",Osmancik
"12.518,00","460,85","188,44","86,61","0,89","12.903,00","0,73",Osmancik
"13.704,00","472,06","191,97","92,88","0,88","14.102,00","0,75",Osmancik
"14.561,00","487,65","202,91","92,16","0,89","14.862,00","0,70",Osmancik
"12.729,00","458,39","185,00","88,84","0,88","13.085,00","0,60",Osmancik
"11.215,00","421,18","179,53","79,69","0,90","11.373,00","0,58",Osmancik
"12.822,00","459,68","190,30","87,41","0,89","13.167,00","0,66",Osmancik
"12.770,00","451,74","191,07","86,16","0,89","12.910,00","0,58",Osmancik
"13.316,00","445,05","179,46","95,03","0,85","13.517,00","0,81",Osmancik
"11.169,00","431,80","188,45","75,71","0,92","11.332,00","0,54",Osmancik
"12.071,00","441,18","178,04","87,77","0,87","12.442,00","0,74",Osmancik
"10.250,00","407,29","165,72","79,96","0,88","10.512,00","0,72",Osmancik
"12.730,00","454,44","186,89","87,87","0,88","12.943,00","0,67",Osmancik
"12.768,00","450,60","188,64","86,67","0,89","12.961,00","0,80",Osmancik
"11.182,00","429,60","181,43","79,18","0,90","11.389,00","0,68",Osmancik
"12.390,00","454,49","195,73","81,36","0,91","12.550,00","0,60",Osmancik
"14.753,00","495,26","203,72","93,18","0,89","15.153,00","0,63",Osmancik
"13.742,00","484,34","195,28","91,24","0,88","14.224,00","0,67",Osmancik
"12.981,00","451,33","183,76","91,08","0,87","13.231,00","0,75",Osmancik
"11.255,00","442,62","189,50","76,37","0,92","11.500,00","0,78",Osmancik
"13.331,00","461,31","193,56","88,80","0,89","13.500,00","0,58",Osmancik
"12.914,00","464,18","182,70","91,96","0,86","13.385,00","0,64",Osmancik
"11.470,00","428,54","177,71","82,36","0,89","11.663,00","0,65",Osmancik
"12.671,00","448,12","181,49","90,35","0,87","12.949,00","0,74",Osmancik
"10.879,00","427,14","179,45","78,29","0,90","11.110,00","0,74",Osmancik
"13.308,00","464,13","196,24","87,26","0,90","13.486,00","0,60",Osmancik
"12.448,00","438,92","174,41","92,28","0,85","12.750,00","0,68",Osmancik
"11.963,00","432,30","177,86","86,45","0,87","12.162,00","0,81",Osmancik
"12.357,00","447,39","186,29","85,01","0,89","12.602,00","0,76",Osmancik
"11.049,00","412,81","169,62","83,40","0,87","11.244,00","0,79",Osmancik
